datetime,Achat Ecocup,Biere 25cl,Cafe,Carte Cashless,Cidre,Croque Choco,Frite,Hot-Dog,Menu Classique,Menu Vegetarien,Remboursement Ecocup,Sandwich Vege,Soft,Tee-shirts
2019-04-06 23:49:00,1,14,,1,,,,,,,,,5,
2019-04-06 23:50:00,,11,,,,,,,,,,,2,
2019-04-06 23:51:00,3,12,,,1,,1,1,,,,,,
2019-04-06 23:52:00,,7,,,1,,2,,,,,,1,
2019-04-06 23:53:00,1,12,,,1,,,,,,,,2,
2019-04-06 23:54:00,,6,,,,,,,,,,,,
2019-04-06 23:55:00,,6,,,,,,,,,,,,
2019-04-06 23:56:00,,5,,,,,,,,,,,1,
2019-04-06 23:57:00,,2,,,,,,,,,,,,
2019-04-06 23:58:00,,4,,,,,,,,,,,1,
2019-04-06 23:59:00,,6,,,,,,,,,,,1,
2019-04-07 00:00:00,,3,,,,,,,,,,,2,
2019-04-07 00:01:00,,5,,,,,,,,,,,1,
2019-04-07 00:02:00,3,4,,,,,,,,,,,3,
2019-04-07 00:03:00,2,3,,,,,,,,,,,,
2019-04-07 00:04:00,,2,,,,,,,,,,,5,
2019-04-07 00:05:00,,5,,,,,,,,,,,1,
2019-04-07 00:06:00,1,2,,,,,,,,,,,2,
2019-04-07 00:07:00,4,4,,,,,,,,,,,,
2019-04-07 00:08:00,,,,,1,,,,,,,,3,
2019-04-07 00:09:00,,9,,,,,,,,,,,,
2019-04-07 00:10:00,,1,,,,,,,,,,,7,
2019-04-07 00:11:00,6,2,,,,,,,,,,,1,
2019-04-07 00:12:00,,2,,,,,,,,,,,,
2019-04-07 00:13:00,,2,,,,,,,,,,,2,
2019-04-07 00:14:00,1,,,,,,,,,,,,2,
2019-04-07 00:15:00,,,,,,,,,,,,,1,
2019-04-07 00:17:00,,,,,,,,,,,,,1,
2019-04-07 00:18:00,1,,,,,,,,,,,,3,
2019-04-07 00:19:00,,2,,,,,,,,,,,1,
2019-04-07 00:20:00,,,,,,,,,,,,,5,
2019-04-07 00:21:00,,,,,,,,,,,,,5,
2019-04-07 00:22:00,,,,,,,,,,,,,3,
2019-04-07 00:23:00,,,,,,,,,,,,,5,
2019-04-07 00:24:00,,,,,,,,,,,,,1,
2019-04-07 00:25:00,,,,,,,,,,,,,2,
2019-04-07 00:27:00,2,,,,,,,,,,,,,
2019-04-07 00:28:00,,,,,,,,,,,,,3,
2019-04-07 00:29:00,3,,,1,,,,,,,,,1,1
2019-04-07 00:30:00,3,,,,,,,,,,,,,2
2019-04-07 00:31:00,,,,,,,,,,,,,,1
2019-04-07 00:34:00,,,,,,,,,,,,,1,
